Source,Destination,Time
192.168.1.79,192.168.1.100,01-11-2019 18:20
192.168.1.79,192.168.0.45,01-11-2019 18:24
192.168.1.79,192.168.1.101,01-11-2019 18:28
192.168.1.79,192.168.0.3,01-11-2019 18:32
192.168.1.80,192.168.0.66,01-11-2019 18:36
192.168.1.81,192.168.0.13,01-11-2019 18:40
192.168.1.81,192.168.0.24,01-11-2019 18:44
192.168.1.82,192.168.0.160,01-11-2019 18:48
192.168.1.83,192.168.0.160,01-11-2019 18:52
192.168.1.84,192.168.1.102,01-11-2019 18:56
192.168.1.85,192.168.1.103,01-11-2019 19:00
192.168.1.86,192.168.1.43,01-11-2019 19:04
192.168.1.86,192.168.0.110,01-11-2019 19:08
192.168.1.86,192.168.1.104,01-11-2019 19:12
192.168.1.86,192.168.0.38,01-11-2019 19:16
192.168.1.87,192.168.1.105,01-11-2019 19:20
192.168.1.87,192.168.1.106,01-11-2019 19:24
192.168.1.87,192.168.1.58,01-11-2019 19:28
192.168.1.87,192.168.1.107,01-11-2019 19:32
192.168.1.87,192.168.1.108,01-11-2019 19:36
192.168.1.88,192.168.1.109,01-11-2019 19:40
192.168.1.88,192.168.1.110,01-11-2019 19:44
192.168.1.88,192.168.1.83,01-11-2019 19:48
192.168.1.88,192.168.1.111,01-11-2019 19:52
192.168.1.89,192.168.0.94,01-11-2019 19:56
192.168.1.90,192.168.0.51,01-11-2019 20:00
192.168.1.91,192.168.0.67,01-11-2019 20:04
192.168.1.92,192.168.1.33,01-11-2019 20:08
192.168.1.93,192.168.1.112,01-11-2019 20:12
192.168.1.94,192.168.1.113,01-11-2019 20:16
192.168.1.94,192.168.0.128,01-11-2019 20:20
192.168.1.94,192.168.1.64,01-11-2019 20:24
192.168.1.94,192.168.1.114,01-11-2019 20:28
192.168.1.95,192.168.1.115,01-11-2019 20:32
192.168.1.95,192.168.1.45,01-11-2019 20:36
192.168.1.95,192.168.1.116,01-11-2019 20:40
192.168.1.96,192.168.1.117,01-11-2019 20:44
192.168.1.97,192.168.1.118,01-11-2019 20:48
192.168.1.97,192.168.1.119,01-11-2019 20:52
192.168.1.98,192.168.0.161,01-11-2019 20:56
192.168.1.99,192.168.0.78,01-11-2019 21:00
192.168.1.99,192.168.0.186,01-11-2019 21:04
192.168.1.99,192.168.1.120,01-11-2019 21:08
192.168.1.99,192.168.0.13,01-11-2019 21:12
192.168.1.99,192.168.0.79,01-11-2019 21:16
192.168.1.99,192.168.0.22,01-11-2019 21:20
192.168.1.99,192.168.1.121,01-11-2019 21:24
192.168.1.99,192.168.1.122,01-11-2019 21:28
192.168.1.99,192.168.0.161,01-11-2019 21:32
192.168.1.99,192.168.1.123,01-11-2019 21:36
192.168.1.99,192.168.0.205,01-11-2019 21:40
192.168.1.100,192.168.1.9,01-11-2019 21:44
192.168.1.100,192.168.1.124,01-11-2019 21:48
192.168.1.101,192.168.0.216,01-11-2019 21:52
192.168.1.102,192.168.1.22,01-11-2019 21:56
192.168.1.103,192.168.0.23,01-11-2019 22:00
192.168.1.104,192.168.0.13,01-11-2019 22:04
192.168.1.104,192.168.0.18,01-11-2019 22:08
192.168.1.105,192.168.0.219,01-11-2019 22:12
192.168.1.105,192.168.0.114,01-11-2019 22:16
192.168.1.105,192.168.1.62,01-11-2019 22:20
192.168.1.106,192.168.0.60,01-11-2019 22:24
192.168.1.106,192.168.1.125,01-11-2019 22:28
192.168.1.106,192.168.0.108,01-11-2019 22:32
192.168.1.107,192.168.0.151,01-11-2019 22:36
192.168.1.108,192.168.0.42,01-11-2019 22:40
192.168.1.108,192.168.1.126,01-11-2019 22:44
192.168.1.109,192.168.0.35,01-11-2019 22:48
192.168.1.110,192.168.0.250,01-11-2019 22:52
192.168.1.111,192.168.0.86,01-11-2019 22:56
192.168.1.112,192.168.0.210,01-11-2019 23:00
192.168.1.113,192.168.1.127,01-11-2019 23:04
192.168.1.113,192.168.0.210,01-11-2019 23:08
192.168.1.113,192.168.1.128,01-11-2019 23:12
192.168.1.114,192.168.1.129,01-11-2019 23:16
192.168.1.114,192.168.1.130,01-11-2019 23:20
192.168.1.115,192.168.1.44,01-11-2019 23:24
192.168.1.116,192.168.1.131,01-11-2019 23:28
192.168.1.117,192.168.0.32,01-11-2019 23:32
192.168.1.118,192.168.1.25,01-11-2019 23:36
192.168.1.119,192.168.0.59,01-11-2019 23:40
192.168.1.120,192.168.0.87,01-11-2019 23:44
192.168.1.121,192.168.1.6,01-11-2019 23:48
192.168.1.122,192.168.1.132,01-11-2019 23:52
192.168.1.123,192.168.1.133,01-11-2019 23:56
192.168.1.124,192.168.1.134,02-11-2019 00:00
192.168.1.124,192.168.0.85,02-11-2019 00:04
192.168.1.124,192.168.0.157,02-11-2019 00:08
192.168.1.124,192.168.1.135,02-11-2019 00:12
192.168.1.124,192.168.1.136,02-11-2019 00:16
192.168.1.124,192.168.1.137,02-11-2019 00:20
192.168.1.125,192.168.1.134,02-11-2019 00:24
192.168.1.126,192.168.1.135,02-11-2019 00:28
192.168.1.127,192.168.0.82,02-11-2019 00:32
192.168.1.127,192.168.0.153,02-11-2019 00:36
192.168.1.127,192.168.1.86,02-11-2019 00:40
192.168.1.127,192.168.1.12,02-11-2019 00:44
192.168.1.127,192.168.1.5,02-11-2019 00:48
192.168.1.127,192.168.1.96,02-11-2019 00:52
192.168.1.128,192.168.1.115,02-11-2019 00:56
192.168.1.129,192.168.0.160,02-11-2019 01:00
192.168.1.130,192.168.0.235,02-11-2019 01:04
192.168.1.131,192.168.1.138,02-11-2019 01:08
192.168.1.132,192.168.0.180,02-11-2019 01:12
192.168.1.133,192.168.1.139,02-11-2019 01:16
192.168.1.134,192.168.0.205,02-11-2019 01:20
192.168.1.135,192.168.1.20,02-11-2019 01:24
192.168.1.135,192.168.1.140,02-11-2019 01:28
192.168.1.135,192.168.1.141,02-11-2019 01:32
192.168.1.136,192.168.1.140,02-11-2019 01:36
192.168.1.137,192.168.1.142,02-11-2019 01:40
192.168.1.138,192.168.1.143,02-11-2019 01:44
192.168.1.139,192.168.1.144,02-11-2019 01:48
192.168.1.139,192.168.0.92,02-11-2019 01:52
192.168.1.139,192.168.1.145,02-11-2019 01:56
192.168.1.139,192.168.0.187,02-11-2019 02:00
192.168.1.139,192.168.0.109,02-11-2019 02:04
192.168.1.140,192.168.0.152,02-11-2019 02:08
192.168.1.140,192.168.1.146,02-11-2019 02:12
192.168.1.140,192.168.0.187,02-11-2019 02:16
192.168.1.140,192.168.1.75,02-11-2019 02:20
192.168.1.141,192.168.0.137,02-11-2019 02:24
192.168.1.141,192.168.1.47,02-11-2019 02:28
192.168.1.142,192.168.0.231,02-11-2019 02:32
192.168.1.143,192.168.0.45,02-11-2019 02:36
192.168.1.143,192.168.1.147,02-11-2019 02:40
192.168.1.144,192.168.0.23,02-11-2019 02:44
192.168.1.145,192.168.1.148,02-11-2019 02:48
192.168.1.146,192.168.1.149,02-11-2019 02:52
192.168.1.147,192.168.1.150,02-11-2019 02:56
192.168.1.147,192.168.1.151,02-11-2019 03:00
192.168.1.147,192.168.0.188,02-11-2019 03:04
192.168.1.147,192.168.0.54,02-11-2019 03:08
192.168.1.147,192.168.0.168,02-11-2019 03:12
192.168.1.147,192.168.0.50,02-11-2019 03:16
192.168.1.147,192.168.1.152,02-11-2019 03:20
192.168.1.147,192.168.0.72,02-11-2019 03:24
192.168.1.147,192.168.1.148,02-11-2019 03:28
192.168.1.147,192.168.1.149,02-11-2019 03:32
192.168.1.148,192.168.1.153,02-11-2019 03:36
192.168.1.148,192.168.0.54,02-11-2019 03:40
192.168.1.148,192.168.0.168,02-11-2019 03:44
192.168.1.148,192.168.1.154,02-11-2019 03:48
192.168.1.149,192.168.1.61,02-11-2019 03:52
192.168.1.149,192.168.0.188,02-11-2019 03:56
192.168.1.149,192.168.0.119,02-11-2019 04:00
192.168.1.150,192.168.0.50,02-11-2019 04:04
192.168.1.151,192.168.0.152,02-11-2019 04:08
192.168.1.152,192.168.0.94,02-11-2019 04:12
192.168.1.153,192.168.1.155,02-11-2019 04:16
192.168.1.153,192.168.1.112,02-11-2019 04:20
192.168.1.153,192.168.1.17,02-11-2019 04:24
192.168.1.153,192.168.1.156,02-11-2019 04:28
192.168.1.154,192.168.1.157,02-11-2019 04:32
192.168.1.154,192.168.1.158,02-11-2019 04:36
192.168.1.154,192.168.1.159,02-11-2019 04:40
192.168.1.155,192.168.0.103,02-11-2019 04:44
192.168.1.155,192.168.0.105,02-11-2019 04:48
192.168.1.156,192.168.0.94,02-11-2019 04:52
192.168.1.156,192.168.0.217,02-11-2019 04:56
192.168.1.156,192.168.1.160,02-11-2019 05:00
192.168.1.156,192.168.1.161,02-11-2019 05:04
192.168.1.156,192.168.1.126,02-11-2019 05:08
192.168.1.156,192.168.1.162,02-11-2019 05:12
192.168.1.157,192.168.1.163,02-11-2019 05:16
192.168.1.157,192.168.1.131,02-11-2019 05:20
192.168.1.157,192.168.1.82,02-11-2019 05:24
192.168.1.157,192.168.1.164,02-11-2019 05:28
192.168.1.157,192.168.1.92,02-11-2019 05:32
192.168.1.157,192.168.1.63,02-11-2019 05:36
192.168.1.157,192.168.1.165,02-11-2019 05:40
192.168.1.158,192.168.1.150,02-11-2019 05:44
192.168.1.158,192.168.1.151,02-11-2019 05:48
192.168.1.159,192.168.1.33,02-11-2019 05:52
192.168.1.160,192.168.0.60,02-11-2019 05:56
192.168.1.161,192.168.0.78,02-11-2019 06:00
192.168.1.161,192.168.0.186,02-11-2019 06:04
192.168.1.162,192.168.0.43,02-11-2019 06:08
192.168.1.163,192.168.1.166,02-11-2019 06:12
192.168.1.163,192.168.1.167,02-11-2019 06:16
192.168.1.164,192.168.1.168,02-11-2019 06:20
192.168.1.165,192.168.1.168,02-11-2019 06:24
192.168.1.166,192.168.1.168,02-11-2019 06:28
192.168.1.167,192.168.0.80,02-11-2019 06:32
192.168.1.167,192.168.0.46,02-11-2019 06:36
192.168.1.168,192.168.0.42,02-11-2019 06:40
192.168.1.168,192.168.0.94,02-11-2019 06:44
192.168.1.168,192.168.1.169,02-11-2019 06:48
192.168.1.168,192.168.1.170,02-11-2019 06:52
192.168.1.168,192.168.1.171,02-11-2019 06:56
192.168.1.168,192.168.1.172,02-11-2019 07:00
192.168.1.168,192.168.0.217,02-11-2019 07:04
192.168.1.168,192.168.0.58,02-11-2019 07:08
192.168.1.168,192.168.1.173,02-11-2019 07:12
192.168.1.168,192.168.1.160,02-11-2019 07:16
192.168.1.168,192.168.0.95,02-11-2019 07:20
192.168.1.168,192.168.0.234,02-11-2019 07:24
192.168.1.168,192.168.1.174,02-11-2019 07:28
192.168.1.168,192.168.0.109,02-11-2019 07:32
192.168.1.168,192.168.1.162,02-11-2019 07:36
192.168.1.168,192.168.1.175,02-11-2019 07:40
192.168.1.168,192.168.1.60,02-11-2019 07:44
192.168.1.168,192.168.0.93,02-11-2019 07:48
192.168.1.169,192.168.1.141,02-11-2019 07:52
192.168.1.170,192.168.1.37,02-11-2019 07:56
192.168.1.171,192.168.1.176,02-11-2019 08:00
192.168.1.172,192.168.1.177,02-11-2019 08:04
192.168.1.173,192.168.1.178,02-11-2019 08:08
192.168.1.174,192.168.1.0,02-11-2019 08:12
192.168.1.175,192.168.0.32,02-11-2019 08:16
192.168.1.176,192.168.0.79,02-11-2019 08:20
192.168.1.177,192.168.1.179,02-11-2019 08:24
192.168.1.178,192.168.1.180,02-11-2019 08:28
192.168.1.178,192.168.0.38,02-11-2019 08:32
192.168.1.179,192.168.0.160,02-11-2019 08:36
192.168.1.180,192.168.1.148,02-11-2019 08:40
192.168.1.180,192.168.1.149,02-11-2019 08:44
192.168.1.181,192.168.0.86,02-11-2019 08:48
192.168.1.182,192.168.1.6,02-11-2019 08:52
192.168.1.182,192.168.0.13,02-11-2019 08:56
192.168.1.182,192.168.1.175,02-11-2019 09:00
192.168.1.183,192.168.0.180,02-11-2019 09:04
192.168.1.184,192.168.1.176,02-11-2019 09:08
192.168.1.184,192.168.0.184,02-11-2019 09:12
192.168.1.185,192.168.1.181,02-11-2019 09:16
192.168.1.186,192.168.0.224,02-11-2019 09:20
192.168.1.187,192.168.0.77,02-11-2019 09:24
192.168.1.188,192.168.0.77,02-11-2019 09:28
192.168.1.189,192.168.0.77,02-11-2019 09:32
192.168.1.190,192.168.0.93,02-11-2019 09:36
192.168.1.191,192.168.0.240,02-11-2019 09:40
192.168.1.192,192.168.0.94,02-11-2019 09:44
192.168.1.192,192.168.0.20,02-11-2019 09:48
192.168.1.193,192.168.1.182,02-11-2019 09:52
192.168.1.194,192.168.0.113,02-11-2019 09:56
192.168.1.195,192.168.1.183,02-11-2019 10:00
192.168.1.195,192.168.0.116,02-11-2019 10:04
192.168.1.195,192.168.1.184,02-11-2019 10:08
192.168.1.196,192.168.1.185,02-11-2019 10:12
192.168.1.197,192.168.1.185,02-11-2019 10:16
192.168.1.197,192.168.1.133,02-11-2019 10:20
192.168.1.198,192.168.1.185,02-11-2019 10:24
192.168.1.199,192.168.0.66,02-11-2019 10:28
192.168.1.200,192.168.0.180,02-11-2019 10:32
192.168.1.201,192.168.1.186,02-11-2019 10:36
192.168.1.202,192.168.0.76,02-11-2019 10:40
192.168.1.203,192.168.1.156,02-11-2019 10:44
192.168.1.204,192.168.1.131,02-11-2019 10:48
192.168.1.205,192.168.0.61,02-11-2019 10:52
192.168.1.206,192.168.0.61,02-11-2019 10:56
192.168.1.207,192.168.0.61,02-11-2019 11:00
192.168.1.208,192.168.0.250,02-11-2019 11:04
192.168.1.209,192.168.0.53,02-11-2019 11:08
192.168.1.209,192.168.1.52,02-11-2019 11:12
192.168.1.209,192.168.0.241,02-11-2019 11:16
192.168.1.210,192.168.0.28,02-11-2019 11:20
192.168.1.211,192.168.0.111,02-11-2019 11:24
192.168.1.212,192.168.1.5,02-11-2019 11:28
192.168.1.213,192.168.0.248,02-11-2019 11:32
192.168.1.213,192.168.0.43,02-11-2019 11:36
192.168.1.214,192.168.0.21,02-11-2019 11:40
192.168.1.215,192.168.0.188,02-11-2019 11:44
192.168.1.215,192.168.1.187,02-11-2019 11:48
192.168.1.215,192.168.1.188,02-11-2019 11:52
192.168.1.216,192.168.0.152,02-11-2019 11:56
192.168.1.217,192.168.1.189,02-11-2019 12:00
192.168.1.217,192.168.1.190,02-11-2019 12:04
192.168.1.217,192.168.1.132,02-11-2019 12:08
192.168.1.217,192.168.1.191,02-11-2019 12:12
192.168.1.217,192.168.1.192,02-11-2019 12:16
192.168.1.217,192.168.1.193,02-11-2019 12:20
192.168.1.217,192.168.0.218,02-11-2019 12:24
192.168.1.217,192.168.1.194,02-11-2019 12:28
192.168.1.217,192.168.0.116,02-11-2019 12:32
192.168.1.218,192.168.0.13,02-11-2019 12:36
192.168.1.219,192.168.1.153,02-11-2019 12:40
192.168.1.219,192.168.1.148,02-11-2019 12:44
192.168.1.220,192.168.0.152,02-11-2019 12:48
192.168.1.221,192.168.0.242,02-11-2019 12:52
192.168.1.222,192.168.0.160,02-11-2019 12:56
192.168.1.223,192.168.0.29,02-11-2019 13:00
192.168.1.224,192.168.1.131,02-11-2019 13:04
192.168.1.224,192.168.1.5,02-11-2019 13:08
192.168.1.225,192.168.1.178,02-11-2019 13:12
192.168.1.226,192.168.1.82,02-11-2019 13:16
192.168.1.227,192.168.0.152,02-11-2019 13:20
192.168.1.228,192.168.1.195,02-11-2019 13:24
192.168.1.229,192.168.0.28,02-11-2019 13:28
192.168.1.230,192.168.0.152,02-11-2019 13:32
192.168.1.231,192.168.1.190,02-11-2019 13:36
192.168.1.232,192.168.0.189,02-11-2019 13:40
192.168.1.233,192.168.1.196,02-11-2019 13:44
192.168.1.233,192.168.1.175,02-11-2019 13:48
192.168.1.234,192.168.1.194,02-11-2019 13:52
192.168.1.235,192.168.1.194,02-11-2019 13:56
192.168.1.236,192.168.0.49,02-11-2019 14:00
192.168.1.237,192.168.0.211,02-11-2019 14:04
192.168.1.238,192.168.0.12,02-11-2019 14:08
192.168.1.239,192.168.0.111,02-11-2019 14:12
192.168.1.240,192.168.1.197,02-11-2019 14:16
192.168.1.240,192.168.1.198,02-11-2019 14:20
192.168.1.240,192.168.0.27,02-11-2019 14:24
192.168.1.240,192.168.1.199,02-11-2019 14:28
192.168.1.240,192.168.0.42,02-11-2019 14:32
192.168.1.240,192.168.0.94,02-11-2019 14:36
192.168.1.240,192.168.1.126,02-11-2019 14:40
192.168.1.240,192.168.0.209,02-11-2019 14:44
192.168.1.240,192.168.1.30,02-11-2019 14:48
192.168.1.241,192.168.0.13,02-11-2019 14:52
192.168.1.242,192.168.0.18,02-11-2019 14:56
192.168.1.243,192.168.1.200,02-11-2019 15:00
192.168.1.244,192.168.1.201,02-11-2019 15:04
192.168.1.245,192.168.1.202,02-11-2019 15:08
192.168.1.245,192.168.1.203,02-11-2019 15:12
192.168.1.245,192.168.1.204,02-11-2019 15:16
192.168.1.245,192.168.1.201,02-11-2019 15:20
192.168.1.245,192.168.1.200,02-11-2019 15:24
192.168.1.246,192.168.1.87,02-11-2019 15:28
192.168.1.247,192.168.0.114,02-11-2019 15:32
192.168.1.248,192.168.0.115,02-11-2019 15:36
192.168.1.249,192.168.0.85,02-11-2019 15:40
192.168.1.250,192.168.1.99,02-11-2019 15:44
192.168.1.251,192.168.1.125,02-11-2019 15:48
192.168.1.252,192.168.1.104,02-11-2019 15:52
192.168.1.253,192.168.1.188,02-11-2019 15:56
192.168.1.254,192.168.0.89,02-11-2019 16:00
192.168.1.254,192.168.0.171,02-11-2019 16:04
192.168.1.255,192.168.1.205,02-11-2019 16:08
192.168.1.255,192.168.1.206,02-11-2019 16:12
192.168.1.255,192.168.0.220,02-11-2019 16:16
192.168.2.0,192.168.1.207,02-11-2019 16:20
192.168.2.0,192.168.1.208,02-11-2019 16:24
192.168.2.1,192.168.1.127,02-11-2019 16:28
192.168.2.1,192.168.1.209,02-11-2019 16:32
192.168.2.1,192.168.1.210,02-11-2019 16:36
192.168.2.1,192.168.1.211,02-11-2019 16:40
192.168.2.1,192.168.1.212,02-11-2019 16:44
192.168.2.1,192.168.0.44,02-11-2019 16:48
192.168.2.1,192.168.0.45,02-11-2019 16:52
192.168.2.1,192.168.0.47,02-11-2019 16:56
192.168.2.1,192.168.0.48,02-11-2019 17:00
192.168.2.1,192.168.1.213,02-11-2019 17:04
192.168.2.1,192.168.1.63,02-11-2019 17:08
192.168.2.2,192.168.1.214,02-11-2019 17:12
192.168.2.2,192.168.1.215,02-11-2019 17:16
192.168.2.2,192.168.0.124,02-11-2019 17:20
192.168.2.2,192.168.1.42,02-11-2019 17:24
192.168.2.3,192.168.1.178,02-11-2019 17:28
192.168.2.4,192.168.0.96,02-11-2019 17:32
192.168.2.5,192.168.1.114,02-11-2019 17:36
192.168.2.6,192.168.1.104,02-11-2019 17:40
192.168.2.7,192.168.0.35,02-11-2019 17:44
192.168.2.8,192.168.1.216,02-11-2019 17:48
192.168.2.9,192.168.0.154,02-11-2019 17:52
192.168.2.10,192.168.0.71,02-11-2019 17:56
192.168.2.11,192.168.1.38,02-11-2019 18:00
192.168.2.11,192.168.1.212,02-11-2019 18:04
192.168.2.12,192.168.0.60,02-11-2019 18:08
192.168.2.13,192.168.0.205,02-11-2019 18:12
192.168.2.14,192.168.0.60,02-11-2019 18:16
192.168.2.15,192.168.0.25,02-11-2019 18:20
192.168.2.16,192.168.1.113,02-11-2019 18:24
192.168.2.17,192.168.1.185,02-11-2019 18:28
192.168.2.18,192.168.1.217,02-11-2019 18:32
192.168.2.18,192.168.0.193,02-11-2019 18:36
192.168.2.18,192.168.0.194,02-11-2019 18:40
192.168.2.18,192.168.1.144,02-11-2019 18:44
192.168.2.18,192.168.1.218,02-11-2019 18:48
192.168.2.18,192.168.1.145,02-11-2019 18:52
192.168.2.18,192.168.0.195,02-11-2019 18:56
192.168.2.18,192.168.0.109,02-11-2019 19:00
192.168.2.18,192.168.0.196,02-11-2019 19:04
192.168.2.18,192.168.1.219,02-11-2019 19:08
192.168.2.19,192.168.1.220,02-11-2019 19:12
192.168.2.19,192.168.1.221,02-11-2019 19:16
192.168.2.20,192.168.0.197,02-11-2019 19:20
192.168.2.20,192.168.1.204,02-11-2019 19:24
192.168.2.20,192.168.0.195,02-11-2019 19:28
192.168.2.20,192.168.1.222,02-11-2019 19:32
192.168.2.20,192.168.1.103,02-11-2019 19:36
192.168.2.20,192.168.0.109,02-11-2019 19:40
192.168.2.21,192.168.1.223,02-11-2019 19:44
192.168.2.22,192.168.1.224,02-11-2019 19:48
192.168.2.23,192.168.0.203,02-11-2019 19:52
192.168.2.23,192.168.1.225,02-11-2019 19:56
192.168.2.23,192.168.0.52,02-11-2019 20:00
192.168.2.23,192.168.0.207,02-11-2019 20:04
192.168.2.23,192.168.0.46,02-11-2019 20:08
192.168.2.24,192.168.0.213,02-11-2019 20:12
192.168.2.25,192.168.1.40,02-11-2019 20:16
192.168.2.26,192.168.0.79,02-11-2019 20:20
192.168.2.27,192.168.1.226,02-11-2019 20:24
192.168.2.28,192.168.0.213,02-11-2019 20:28
192.168.2.29,192.168.0.77,02-11-2019 20:32
192.168.2.30,192.168.1.227,02-11-2019 20:36
192.168.2.30,192.168.1.27,02-11-2019 20:40
192.168.2.30,192.168.1.228,02-11-2019 20:44
192.168.2.31,192.168.0.35,02-11-2019 20:48
192.168.2.32,192.168.0.35,02-11-2019 20:52
192.168.2.33,192.168.0.211,02-11-2019 20:56
192.168.2.34,192.168.1.39,02-11-2019 21:00
192.168.2.35,192.168.1.229,02-11-2019 21:04
192.168.2.36,192.168.1.230,02-11-2019 21:08
192.168.2.36,192.168.0.30,02-11-2019 21:12
192.168.2.36,192.168.0.51,02-11-2019 21:16
192.168.2.36,192.168.1.229,02-11-2019 21:20
192.168.2.36,192.168.0.120,02-11-2019 21:24
192.168.2.36,192.168.1.179,02-11-2019 21:28
192.168.2.36,192.168.0.59,02-11-2019 21:32
192.168.2.37,192.168.0.90,02-11-2019 21:36
192.168.2.38,192.168.1.195,02-11-2019 21:40
192.168.2.39,192.168.0.244,02-11-2019 21:44
192.168.2.40,192.168.0.218,02-11-2019 21:48
192.168.2.41,192.168.0.201,02-11-2019 21:52
192.168.2.42,192.168.1.136,02-11-2019 21:56
192.168.2.43,192.168.0.41,02-11-2019 22:00
192.168.2.44,192.168.0.28,02-11-2019 22:04
192.168.2.45,192.168.1.113,02-11-2019 22:08
192.168.2.46,192.168.1.33,02-11-2019 22:12
192.168.2.47,192.168.1.61,02-11-2019 22:16
192.168.2.48,192.168.1.231,02-11-2019 22:20
192.168.2.48,192.168.1.232,02-11-2019 22:24
192.168.2.49,192.168.0.152,02-11-2019 22:28
192.168.2.50,192.168.0.13,02-11-2019 22:32
192.168.2.50,192.168.1.223,02-11-2019 22:36
192.168.2.51,192.168.1.223,02-11-2019 22:40
192.168.2.52,192.168.1.15,02-11-2019 22:44
192.168.2.53,192.168.0.42,02-11-2019 22:48
192.168.2.54,192.168.1.233,02-11-2019 22:52
192.168.2.54,192.168.0.81,02-11-2019 22:56
192.168.2.54,192.168.1.138,02-11-2019 23:00
192.168.2.55,192.168.0.34,02-11-2019 23:04
192.168.2.55,192.168.0.36,02-11-2019 23:08
192.168.2.56,192.168.0.49,02-11-2019 23:12
192.168.2.57,192.168.0.40,02-11-2019 23:16
192.168.2.58,192.168.0.66,02-11-2019 23:20
192.168.2.59,192.168.1.203,02-11-2019 23:24
192.168.2.59,192.168.1.204,02-11-2019 23:28
192.168.2.59,192.168.1.222,02-11-2019 23:32
192.168.2.59,192.168.1.234,02-11-2019 23:36
192.168.2.59,192.168.1.235,02-11-2019 23:40
192.168.2.59,192.168.1.103,02-11-2019 23:44
192.168.2.59,192.168.0.109,02-11-2019 23:48
192.168.2.60,192.168.1.184,02-11-2019 23:52
192.168.2.61,192.168.1.202,02-11-2019 23:56
192.168.2.62,192.168.1.181,03-11-2019 00:00
192.168.2.63,192.168.0.205,03-11-2019 00:04
192.168.2.64,192.168.0.190,03-11-2019 00:08
192.168.2.64,192.168.1.2,03-11-2019 00:12
192.168.2.64,192.168.1.186,03-11-2019 00:16
192.168.2.64,192.168.1.210,03-11-2019 00:20
192.168.2.64,192.168.1.181,03-11-2019 00:24
192.168.2.65,192.168.0.22,03-11-2019 00:28
192.168.2.66,192.168.0.241,03-11-2019 00:32
192.168.2.67,192.168.0.59,03-11-2019 00:36
192.168.2.68,192.168.1.236,03-11-2019 00:40
192.168.2.69,192.168.0.34,03-11-2019 00:44
192.168.2.70,192.168.1.237,03-11-2019 00:48
192.168.2.71,192.168.1.168,03-11-2019 00:52
192.168.2.71,192.168.0.118,03-11-2019 00:56
192.168.2.71,192.168.1.117,03-11-2019 01:00
192.168.2.72,192.168.0.245,03-11-2019 01:04
192.168.2.73,192.168.1.122,03-11-2019 01:08
192.168.2.74,192.168.0.25,03-11-2019 01:12
192.168.2.75,192.168.0.226,03-11-2019 01:16
192.168.2.76,192.168.0.186,03-11-2019 01:20
192.168.2.77,192.168.0.186,03-11-2019 01:24
192.168.2.78,192.168.0.175,03-11-2019 01:28
192.168.2.79,192.168.1.238,03-11-2019 01:32
192.168.2.79,192.168.0.251,03-11-2019 01:36
192.168.2.79,192.168.0.252,03-11-2019 01:40
192.168.2.79,192.168.1.239,03-11-2019 01:44
192.168.2.79,192.168.4.238,03-11-2019 01:32
192.168.2.79,192.168.6.251,03-11-2019 01:36
192.168.2.79,192.168.8.252,03-11-2019 01:40
192.168.2.79,192.168.5.239,03-11-2019 01:44
192.168.2.79,192.168.1.240,03-11-2019 01:48
192.168.2.79,192.168.1.94,03-11-2019 01:52
192.168.2.79,192.168.1.95,03-11-2019 01:56
192.168.2.79,192.168.1.241,03-11-2019 02:00
192.168.2.79,192.168.1.96,03-11-2019 02:04
192.168.2.79,192.168.21.238,03-11-2019 01:32
192.168.2.79,192.168.43.251,03-11-2019 01:36
192.168.2.79,192.168.54.252,03-11-2019 01:40
192.168.2.79,192.168.76.239,03-11-2019 01:44
192.168.2.79,192.168.41.238,03-11-2019 01:32
192.168.2.79,192.168.61.251,03-11-2019 01:36
192.168.2.79,192.168.81.252,03-11-2019 01:40
192.168.2.79,192.168.51.239,03-11-2019 01:44
192.168.2.79,192.168.13.240,03-11-2019 01:48
192.168.2.79,192.168.166.94,03-11-2019 01:52
192.168.2.79,192.168.177.95,03-11-2019 01:56
192.168.2.79,192.168.1.24,03-11-2019 02:00
192.168.2.79,192.168.1.196,03-11-2019 02:04
192.168.2.80,192.168.0.165,03-11-2019 02:08
192.168.2.81,192.168.1.87,03-11-2019 02:12
192.168.2.82,192.168.0.27,03-11-2019 02:16
192.168.2.83,192.168.1.242,03-11-2019 02:20
192.168.2.84,192.168.0.237,03-11-2019 02:24
192.168.2.85,192.168.0.215,03-11-2019 02:28
192.168.2.86,192.168.1.178,03-11-2019 02:32
192.168.2.87,192.168.1.243,03-11-2019 02:36
192.168.2.87,192.168.1.50,03-11-2019 02:40
192.168.2.87,192.168.0.243,03-11-2019 02:44
192.168.2.87,192.168.1.244,03-11-2019 02:48
192.168.2.88,192.168.1.181,03-11-2019 02:52
192.168.2.89,192.168.0.172,03-11-2019 02:56
192.168.2.90,192.168.0.18,03-11-2019 03:00
192.168.2.91,192.168.0.113,03-11-2019 03:04
192.168.2.92,192.168.1.180,03-11-2019 03:08
192.168.2.93,192.168.0.42,03-11-2019 03:12
192.168.2.94,192.168.0.55,03-11-2019 03:16
192.168.2.95,192.168.0.12,03-11-2019 03:20
192.168.2.96,192.168.0.121,03-11-2019 03:24
192.168.2.97,192.168.0.188,03-11-2019 03:28
192.168.2.98,192.168.1.39,03-11-2019 03:32
192.168.2.99,192.168.1.36,03-11-2019 03:36
192.168.2.100,192.168.0.58,03-11-2019 03:40
